"id";"x";"y"
45094;266;-2280
45095;-1554;362
45096;-1815;767
45097;-1818;753
45098;-843;810
45099;-898;1230
45100;-913;1230
45101;-900;1222
45102;-910;1220
45103;194;723
45104;96;743
45105;52;754
45106;766;-667
45107;550;-315
45108;145;731
45109;6;2154
45110;16;761
45111;207;720
45112;72;746
45113;763;-675
45114;127;735
45115;-4;765
45116;188;718
45117;308;31
45118;407;-92
45119;-141;-817
45120;269;42
45121;480;-146
45122;327;12
45123;-231;-1702
45124;-193;-1678
45125;-209;-1688
45126;-220;-1692
45127;-49;54
45128;345;-9
45129;453;-111
45130;351;114
45131;532;-125
45132;400;-47
45133;280;48
45134;537;-105
45135;337;11
45136;-1244;-974
45137;46;-1372
45138;-1224;-942
45139;-494;-829
45140;-398;-571
45141;-713;-658
45142;-950;-161
45143;-960;-158
45144;-970;-158
45145;-952;-149
45146;-962;-145
45147;-917;2891
45148;-914;2882
45149;-905;2882
45150;-510;-1254
45151;-1289;-732
45152;-1297;-733
45153;-1299;-724
45154;1206;-1468
45155;454;-102
45156;334;3
45157;374;-44
45158;463;-115
45159;263;61
45160;448;-122
45161;-3972;-1324
45162;-3958;-1339
45163;-2498;123
45164;-3974;-1314
45165;-3964;-1333
45166;-3962;-1324
45167;-3947;-1340
45168;-3232;-798
45169;-3961;-1295
45170;-3952;-1323
45171;-3963;-1304
45172;-3972;-1294
45173;-3963;-1314
45174;-3973;-1303
45175;-3953;-1313
45176;-3947;-1331
45177;-3965;-1285
45178;-3112;-987
45179;-3940;-1314
45180;-3952;-1290
45181;-3945;-1305
45182;-3956;-1281
45183;-3942;-1323
45184;-3937;-1334
45185;-3953;-1302
45186;-3945;-1288
45187;-3927;-1317
45188;-3930;-1327
45189;-3932;-1310
45190;-3938;-1299
45191;-3937;-1288
45192;-3929;-1300
45193;242;89
45194;1120;-1621
45195;1655;-2013
45196;1644;-2017
45197;1652;-2003
45198;1645;-1999
45199;1635;-2014
45200;1636;-2004
45201;-1781;-816
45202;-1777;-847
45203;-1780;-836
45204;-1771;-833
45205;-1770;-854
45206;-1774;-824
45207;-1768;-842
45208;-1452;-916
45209;-1915;-113
45210;-1923;-120
45211;-1834;12
45212;-2010;-230
45213;-1836;-12
45214;-1883;75
45215;-1976;-197
45216;-1781;63
45217;-1938;-145
45218;-1888;-82
45219;-771;590
45220;-771;579
45221;-761;582
45222;-791;571
45223;-806;553
45224;-780;588
45225;-799;564
45226;-816;545
45227;-780;567
45228;-797;553
45229;-781;579
45230;-789;561
45231;-809;541
45232;-1026;450
45233;-518;-1785
45234;-544;-1220
45235;-691;-571
45236;-440;-821
45237;-496;-2047
45238;-687;-715
45239;-326;-736
45240;-863;-1803
45241;-1174;-2249
45242;-1168;-2242
45243;-1165;-2254
45244;-1157;-2248
45246;-1152;-2240
45247;994;-1214
45248;997;-1243
45249;988;-1173
45250;996;-1261
45251;993;-1232
45252;987;-1186
45253;992;-1250
45254;988;-1200
45255;987;-1213
45256;687;-1104
45257;976;-1170
45258;979;-1264
45259;975;-1241
45260;979;-1229
45261;986;-1227
45262;982;-1196
45263;986;-1257
45264;982;-1174
45265;977;-1183
45266;986;-1269
45267;975;-1198
45268;987;-1241
45269;981;-1247
45270;980;-1212
45271;973;-1259
45272;974;-1219
45273;704;-1334
45274;704;-1345
45275;-1063;-806
45276;-1464;-810
45277;-360;-609
45278;-667;-599
45279;-409;-811
45280;804;-741
45281;505;-2022
45282;805;-755
45283;-1177;-422
45284;-1528;-207
45285;-1522;-219
45286;882;-1027
45287;871;-1024
45288;869;-1013
45289;888;-1017
45290;878;-1016
45291;1096;-807
45292;890;-1030
45293;877;-1034
45294;-960;-1191
45295;-486;-1239
45296;-620;-518
45297;-1457;-965
45298;-364;-585
45299;-690;-620
45300;-420;-2502
45301;-437;-2498
45302;-502;-202
45303;-693;184
45304;-1195;-2399
45305;-1199;-2385
45306;367;-19
45307;296;16
45308;489;-155
45309;-1693;-1156
45310;-1683;-1141
45311;570;914
45312;355;1065
45313;531;943
45314;-33;-1025
45315;825;-44
45316;628;876
45317;316;1088
45318;477;995
45319;527;958
45320;417;1032
45321;561;924
45322;337;1079
45323;451;1005
45324;-435;-204
45325;1163;-2135
45326;114;-2356
45327;1199;-2114
45328;1181;-2129
45329;1208;-2108
45330;1149;-2143
45331;1171;-2129
45332;67;-1063
45333;-300;-1160
45334;56;-1187
45335;72;-1055
45336;58;-1152
45337;63;-1112
45338;65;-1073
45339;51;-1196
45340;-1625;-206
45341;58;-1134
45342;67;-1130
45343;-893;258
45344;-1113;717
45345;-1123;720
45346;-1128;704
45347;-1106;705
45348;-1119;701
45349;-1132;716
45350;-1120;710
45351;-1111;695
45352;535;1220
45353;391;-48
45354;286;20
45355;479;-157
45356;292;44
45357;-757;-1579
45358;-1092;-2083
45359;-1090;-2075
45360;-1086;-2068
45361;-1077;-2070
45362;-1230;-1162
45363;-1057;-2328
45364;-1058;-2319
45365;-1032;-2333
45366;-717;-1315
45367;-724;-1347
45368;-727;-1435
45369;-724;-1365
45370;503;-1915
45371;170;-1846
45372;573;-2417
45373;566;-2422
45374;-212;-2097
45375;-1007;-107
45376;971;-1206
45377;1360;-1500
45378;970;-1186
45379;503;-1016
45380;486;-1020
45381;504;-1031
45382;494;-1024
45383;475;-1004
45384;69;-1363
45385;62;-1371
45386;103;-1822
45387;-1238;-2055
45388;-1223;-2070
45389;-1015;-119
45390;-1005;-128
45391;-1003;-114
45392;-420;-319
45393;970;-1226
45394;481;-2094
45395;836;-2625
45396;825;-2633
45397;816;-2627
45398;109;-1948
45399;806;-2633
45400;1096;-876
45401;828;-2620
45402;802;-2625
45403;821;-2613
45404;793;-2621
45405;810;-2614
45406;766;-2003
45407;800;-2607
45408;812;-2605
45409;799;-2614
45410;824;-2606
45411;965;-1199
45412;301;-1239
45413;967;-1240
45414;850;-997
45415;522;947
45416;386;1046
45417;948;-1228
45418;1569;-1599
45419;1572;-1589
45420;1561;-1590
45421;-1221;-873
45422;-467;-1161
45423;-738;66
45424;-1819;734
45425;-838;126
45426;-720;79
45427;-729;75
45428;-735;59
45429;-725;67
45430;-825;133
45431;-1167;-484
45432;-1156;-479
45433;456;-1127
45434;904;-1392
45435;896;-1384
45436;963;-1229
45437;964;-1249
45438;964;-1213
45439;1360;-623
45440;-1215;-2075
45441;-1201;-2110
45442;-1243;-2046
45443;-1207;-2093
45444;-1200;-2101
45445;-1211;-2084
45446;823;-2513
45447;871;-2493
45448;811;-2518
45449;367;-1549
45450;855;-2497
45451;798;-2521
45452;834;-2508
45453;845;-2503
45454;-1328;-2354
45455;-1625;-2887
45456;-1626;-2897
45457;-1639;-2897
45458;-1639;-2883
45459;-1647;-2889
45460;-1620;-2878
45461;-1630;-2873
45462;670;-2073
45463;1005;-2611
45464;1016;-2598
45465;1006;-2601
45466;994;-2602
45467;428;-1683
45468;1004;-2593
45469;1015;-2587
45470;765;-2748
45471;995;-2592
45472;1005;-2583
45473;-579;10
45474;-589;27
45475;-685;-18
45476;-508;45
45477;-626;1
45478;-1333;-1268
45479;-561;856
45480;-604;842
45481;-957;1724
45482;-584;850
45483;-623;839
45484;-585;-2904
45485;-589;-2892
45486;-569;-2899
45487;-585;-2880
45488;-572;-2887
45489;-559;-2895
45490;-601;-2890
45491;-579;-2895
45492;-557;-2884
45493;-566;-2880
45494;-577;-2876
45495;780;-1143
45496;1349;-153
45497;1326;-105
45498;1309;-81
45499;942;2843
45500;951;2854
45501;1296;624
45502;943;2833
45503;952;2841
45504;967;2845
45505;965;2858
45506;958;2850
45507;955;2832
45508;-808;-1147
45509;-855;-1243
45510;-1643;-1634
45511;627;-2027
45512;621;-2042
45513;685;-1947
45514;995;-1744
45515;975;-1775
45516;1001;-1733
45517;-751;68
45518;-758;59
45519;-119;-1385
45520;401;-1355
45521;1232;-279
45522;410;-1349
45523;407;-1341
45524;-275;-1145
45525;-713;-1228
45526;-671;-1187
45527;-925;-1180
45528;-474;-1235
45529;256;-2346
45530;232;-2366
45531;264;-2337
45532;781;-1344
45533;790;-1340
45534;791;-1350
45535;780;-1356
45536;795;-1360
45537;782;-1370
45538;802;-1367
45539;785;-1361
45540;785;-1380
45541;808;-1377
45542;793;-1372
45543;794;-1383
45544;805;-1386
45545;157;-1466
45546;-681;-2221
45547;146;-1481
45548;150;-1469
45549;201;-2223
45550;198;-2229
45551;-1107;-1139
45552;177;-2235
45553;184;-2225
45554;188;-2231
45555;-321;-1800
45556;-411;2405
45557;-424;2409
45558;-427;2402
45559;-429;2394
45560;-437;2405
45561;-448;2409
45562;-417;2397
45563;-441;2396
45564;-451;2400
45565;328;-2590
45566;284;-2604
45567;309;-1354
45568;301;-1348
45569;-1412;-1770
45570;-1854;-1114
45571;-1404;-1764
45572;-982;-2083
45573;-1152;-2731
45574;-1171;-2718
45575;-1161;-2722
45576;-1165;-2729
45577;-1150;-2722
45578;-2466;-157
45580;-2524;-212
45581;-2422;-80
45582;-2485;-174
45583;-2376;-894
45584;-2453;-144
45585;-2504;-194
45586;-2444;-130
45587;-1571;-86
45588;-2534;-214
45589;-2419;-70
45590;-2497;-184
45591;-2489;-182
45592;-2459;-151
45593;-2509;-202
45594;-2431;-105
45595;-2476;-174
45596;-2517;-207
45597;-2435;-120
45598;357;-2582
45599;314;-2593
45600;-127;-1813
45601;84;-2456
45602;-2195;-295
45603;-2788;-190
45604;-2792;-206
45605;-2784;-212
45606;-2785;-199
45607;-2778;-189
45608;-1840;368
45609;-2777;-207
45610;-2771;-194
45611;-2769;-206
45612;-138;-1278
45613;62;-1091
45614;63;-1103
45615;-1488;-210
45616;-1805;142
45617;-1797;130
45618;587;898
45619;-1635;277
45620;490;970
45621;460;994
45622;373;1051
45623;768;-1842
45624;1282;-2264
45625;1292;-2257
45626;1295;-2245
45627;1287;-2243
45628;1283;-2254
45629;-1205;-2374
45630;-1190;-2409
45631;-947;-371
45632;-1488;2727
45633;-1595;3302
45634;-1610;3300
45635;75;2556
45636;-1583;3295
45637;-1447;1888
45638;-1620;3293
45639;-1613;3287
45640;-1590;3292
45641;-1601;3295
45642;-1602;3286
45643;-1621;3277
45644;-1613;3255
45645;-1595;3259
45646;-1605;3261
45647;-1584;3269
45648;-1595;3267
45649;-1593;3275
45650;-1448;1879
45651;-1625;3269
45652;-1580;3279
45653;-1607;3278
45654;-1590;3282
45655;-1618;3263
45656;-1607;3269
45657;-2030;309
45658;-2444;607
45659;-2437;612
45660;-2457;247
45661;-2435;595
45662;-2426;594
45663;-2424;604
45664;-431;-1741
45665;620;-2032
45666;464;-1312
45667;-1288;-2127
45668;-1303;-2083
45669;-1286;-2112
45670;-1237;-2254
45671;-1295;-2094
45672;-1490;-1885
45673;613;-2046
45674;657;-1984
45675;586;-2073
45676;651;-1993
45677;605;-2043
45678;604;-2058
45679;675;-1958
45680;599;-2050
45681;630;-2017
45682;-413;-2131
45683;-394;-2165
45684;705;-1742
45685;719;-1721
45686;711;-1716
45687;705;-1731
45688;714;-1732
45689;-2120;553
45690;-2125;558
45691;-2110;561
45692;-282;-2102
45693;207;-2080
45694;-131;-2209
45695;-384;-2133
45696;-460;-2177
45697;86;-1340
45698;162;-1922
45699;42;-1385
45700;291;33
45701;373;-58
45702;438;-86
45703;51;-1373
45704;28;-1400
45705;100;-1329
45706;15;-1420
45707;193;-2476
45708;180;-2479
45709;185;-2471
45710;-70;-1724
45711;809;-1578
45712;-340;-2145
45713;-269;-2097
45714;-532;-2185
45715;-138;-2075
45716;-397;-2139
45717;-443;-2177
45718;-232;-2090
45719;-1598;-782
45720;-1592;-738
45721;310;-1897
45722;287;-1918
45723;102;-384
45724;303;-1904
45725;767;-1993
45726;-550;-876
45727;762;-1971
45728;764;-1981
45729;757;-1963
45730;1074;-513
45731;1073;-484
45732;1070;-472
45733;1071;-522
45734;1078;-474
45735;1069;-497
45736;837;-1924
45737;-186;-1669
45738;-207;-1678
45739;-166;-1659
45740;-221;-1681
45741;566;-2813
45742;-176;-1663
45743;-203;-1669
45744;641;-2002
45745;-1915;-735
45746;-2562;-818
45747;-2560;-804
45748;-2561;-829
45749;-2553;-794
45750;-2555;-813
45751;-2554;-842
45752;-2553;-832
45753;-2550;-803
45754;-2546;-845
45755;-2550;-821
45756;-552;-2187
45757;-142;-2067
45758;-406;-2141
45759;-378;-2149
45760;736;-1243
45761;1399;-1428
45762;1396;-1421
45763;1408;-1412
45764;1398;-1413
45765;1400;-1405
45766;1399;-1398
45767;1838;-275
45768;1829;-268
45769;960;-460
45770;964;-449
45771;957;-445
45772;1168;-1277
45773;1195;-954
45774;1175;-1150
45775;1181;-1145
45776;1190;-1025
45777;1168;-1226
45778;1189;-1073
45779;1188;-1085
45780;1029;-2638
45781;524;-784
45782;509;-782
45783;514;-768
45784;507;-770
45785;-1169;-152
45786;-178;-314
45787;-625;1499
45788;169;-2049
45789;347;-2707
45790;356;-2700
45791;975;-868
45792;369;-2690
45793;358;-2692
45794;-436;-550
45795;-237;-1751
45796;-26;-2350
45797;-23;-2340
45798;-1149;-985
45799;-107;-1648
45800;-727;-2355
45801;-440;-1870
45802;1475;-1581
45803;1464;-1590
45804;1475;-1592
45806;1464;-1579
45807;1451;-1590
45808;1450;-1601
45809;1456;-1581
45810;-3682;467
45811;-3672;486
45812;-3679;477
45813;-3662;489
45814;-3659;482
45815;-3669;475
45816;-3679;457
45817;-2825;197
45818;-3671;465
45819;-3675;447
45820;-3658;443
45821;-3649;457
45822;-3657;453
45823;-3667;444
45824;-3649;479
45825;-3666;456
45826;-3659;472
45827;-3647;469
45828;-3657;463
45829;327;-1685
45830;290;-1762
45831;307;-1735
45832;-725;-2561
45833;-689;-2575
45834;-701;-2569
45835;-714;-2565
45836;940;-1927
45837;1526;-2373
45838;-353;318
45839;-317;-712
45840;-636;-532
45841;-505;-830
45842;-389;-579
45843;-696;-648
45844;-205;-917
45845;622;-1507
45847;813;-784
45848;797;-746
45849;806;-769
45850;810;-793
45851;795;-755
45852;812;-803
45853;806;-779
45854;798;-765
45855;728;-838
45856;144;34
45857;-832;897
45858;-834;886
45859;-824;889
45860;-844;894
45861;-1677;-416
45862;-844;885
45863;-849;878
45864;1189;-1520
45865;1194;-1511
45866;1181;-1530
45867;-910;-68
45868;-1493;369
45869;-1505;370
45870;-12383;5818
45871;-349;-2150
45872;-260;-2101
45873;-539;-2175
45874;-172;-2085
45875;524;-1530
45876;-1521;112
45877;568;-1491
45878;-1066;-1029
45879;531;-1522
45880;538;-1891
45881;758;-2220
45882;991;-2332
45883;997;-2320
45884;987;-2321
45885;980;-2321
45886;-954;-2464
45887;-943;-2473
45888;-974;-2437
45889;-948;-2458
45890;-958;-2454
45891;-963;-2442
45892;-918;-1914
45893;-481;-548
45894;-660;-753
45895;479;-2063
45896;461;-2063
45897;469;-2072
45898;-530;-955
45899;-1214;-388
45900;-558;-1243
45901;549;-1507
45902;474;-1576
45903;539;-1513
45904;480;-1568
45905;495;-1553
45906;-1964;2287
45907;-2027;2904
45908;-2029;2894
45909;1796;-82
45910;1804;-96
45911;1783;-79
45912;820;-1000
45913;1791;-88
45914;1527;-568
45915;1797;-101
45916;1804;-110
45917;1788;-96
45918;-390;-1778
45919;1778;-90
45920;1770;-83
45921;1789;-108
45922;1779;-102
45923;1764;-93
45924;1783;-128
45925;1772;-121
45926;1054;-48
45927;1775;-111
45928;1767;-104
45929;1785;-118
45930;1796;-124
45931;1797;-115
45932;1762;-116
45933;1757;-102
45934;4191;696
45935;4819;695
45936;4826;692
45937;4833;690
45939;4808;694
45940;-710;-1194
45941;-640;-1195
45942;-3049;1927
45943;-3519;2152
45944;-1920;2036
45945;-3509;2158
45946;-3515;2145
45947;-3499;2164
45948;-3487;2164
45949;-3475;2149
45950;-3477;2137
45951;-3484;2129
45952;-3481;2156
45953;-3485;2144
45954;-3490;2154
45955;-3495;2144
45956;-3504;2131
45957;-3501;2152
45958;-3506;2141
45959;-3512;2124
45960;-3515;2133
45961;-3492;2126
45962;-3493;2136
45963;-3500;2122
45964;629;825
45965;1124;1105
45966;1111;1114
45967;1124;1115
45968;1103;1108
45969;1232;262
45970;1722;3668
45971;1958;4209
45972;1943;4216
45973;1952;4218
45974;1956;4201
45975;1951;4195
45976;1942;4206
45977;1938;4195
45978;1932;4204
45979;1948;4187
45980;-1153;-974
45981;-1145;-972
45982;443;-140
45983;320;17
45984;334;-12
45985;428;-79
45986;233;96
45987;429;-109
45988;-254;630
45989;-292;564
45990;-281;586
45991;-275;595
45992;-284;575
45993;-273;612
45994;-280;567
45995;-293;580
45996;1506;-54
45997;-376;175
45998;-645;384
45999;-645;396
46000;-1908;-1943
46001;-638;389
46002;-636;400
46003;-1180;-1584
46004;-630;378
46005;-634;372
46006;-621;381
46007;-627;389
46008;-611;378
46009;463;2106
46010;-623;396
46011;-600;394
46012;-606;387
46013;-617;408
46014;-612;399
46015;-628;405
46016;-484;974
46017;-601;404
46018;-299;572
46019;-284;598
46020;-1541;2503
46021;-1535;2493
46022;-1526;2492
46023;-1602;3500
46024;-1596;3507
46025;-1590;3514
46026;-1601;3515
46027;-1633;3474
46028;-1623;3467
46029;-2262;-1326
46030;-2322;-1183
46031;-2283;-1263
46032;-2262;-1338
46033;-2336;-1160
46034;-2274;-1288
46035;-2297;-1239
46036;-2290;-1246
46037;-2257;-1349
46038;1260;1403
46039;-364;1227
46040;1562;1983
46041;1554;1974
46042;-1279;-956
46043;-778;66
46044;-45;1379
46045;-52;2003
46046;-61;2009
46047;-1040;2078
46048;-304;1565
46049;-314;2171
46050;-324;2177
46051;-316;2182
46052;-304;2174
46053;-306;2183
46054;-1314;1699
46055;-1569;2251
46056;-486;2294
46057;-1558;2247
46058;-1563;2239
46059;-1073;-971
46060;1353;879
46061;1354;868
46062;-1234;1502
46063;1341;884
46064;1349;858
46065;-318;-3267
46066;-225;-770
46067;-1497;183
46068;-65;1260
46069;-1498;191
46070;-2695;689
46071;-3324;896
46072;-3332;890
46073;1645;456
46074;1651;442
46075;1599;568
46076;229;-840
46077;2732;-581
46078;43;-477
46079;-485;-1260
46080;-1889;1473
46081;-915;-1224
46082;-2310;2023
46083;-2611;2574
46084;-2605;2561
46085;-1255;357
46086;1764;-6227
46087;1717;-6574
46088;1706;-6575
46089;1718;-6584
46090;1701;-6583
46091;1713;-6591
46092;1702;-6592
46093;-11520;6685
46094;-11532;6655
46095;880;-1236
46096;876;-1226
46097;876;-1245
46098;885;-1250
46099;879;-1214
46100;11416;8847
46101;11401;8875
46102;2224;1146
46103;2229;1118
46104;2226;1128
46105;2217;1151
46106;-475;-539
46107;-670;-730
46108;-307;-728
46109;-619;-537
46110;-970;-621
46111;2220;1136
46112;2216;1162
46113;-1056;-2304
46114;-1192;-3057
46115;-1187;-3066
46116;-224;-1184
46117;-226;-1173
46118;518;-1840
46119;779;-1214
46120;-725;-698
46121;-204;-2095
46122;-72;-1884
46123;2701;1642
46124;2688;1669
46125;-20;1953
46126;-274;2555
46127;-286;2558
46128;-280;2548
46129;-954;3153
46130;-958;3162
46131;1148;-108
46132;-1101;847
46133;-20;-1455
46134;-622;-1908
46135;258;-1956
46136;-803;-1220
46137;-580;-1213
46138;-839;-1159
46139;-670;-1228
46140;-652;-1190
46141;-962;-1181
46142;-481;-1250
46143;-816;-1153
46144;-745;-1224
46145;-1264;-1914
46146;-889;-1164
46147;-534;-1272
46148;-742;-469
46149;-933;-1204
46150;-570;-1220
46151;-824;-1159
46152;-706;-1212
46153;-628;-1200
46154;-905;-1170
46155;-496;-1257
46156;-242;-54
46157;-74;83
46158;420;684
46159;-115;-79
46160;405;693
46161;-82;87
46162;408;683
46163;396;691
46164;-386;264
46165;-407;261
46166;481;4500
46167;444;5009
46168;453;5002
46169;130;4352
46170;450;4992
46171;440;4996
46172;-2276;-2458
46173;-2269;-2468
46174;929;-1342
46175;-2267;-2456
46176;-2255;-2454
46177;-2258;-2462
46178;-2249;-2467
46179;-2258;-2472
46180;-2258;-2444
46181;2109;426
46182;896;-256
46183;1518;-96
46184;1341;-144
46185;178;314
46186;-1742;-1657
46187;-1357;-600
46188;-1116;925
46189;-1357;-619
46190;2355;-287
46191;-1045;-1034
46192;554;-1499
46193;459;-1583
46194;517;-1534
46195;570;-1481
46196;-453;1878
46197;-471;1880
46198;-463;1883
46199;-1096;-1871
46200;-1406;-2465
46201;-1404;-2456
46202;-1033;-715
46203;-1572;-1029
46204;-235;-1678
46205;-194;-1655
46206;-214;-1665
46207;-221;-1673
46208;-181;-1656
46209;-239;-1687
46210;-193;-1664
46211;-900;3855
46212;-1069;4470
46213;-1072;4478
46214;-1041;1499
46215;-684;1443
46216;-481;1657
46217;21;251
46218;812;314
46219;-1632;-1876
46220;-1717;-191
46221;-1703;-176
46222;-1731;-219
46223;-1717;-205
46224;-1729;-209
46225;-1721;-199
46226;-1707;-190
46227;-1451;-2278
46228;-1439;-2321
46229;-1264;-1186
46230;-1873;-1608
46231;-348;-1025
46232;-1631;-1282
46233;-487;-2181
46234;373;-1469
46235;368;-1483
46236;356;-1494
46237;963;2384
46238;1143;2932
46239;1155;2918
46240;1152;2927
46241;197;2339
46242;1149;2911
46243;1142;2920
46244;204;1055
46245;-306;2111
46246;1225;175
46247;-804;-757
46248;1643;800
46249;612;-1094
46250;2344;733
46251;3043;-724
46252;1164;-462
46253;2996;-764
46254;438;-2844
46255;-92;610
46256;-42;1119
46257;-42;1110
46258;-52;1114
46259;426;-2845
46260;672;1679
46261;880;2245
46262;887;2247
46263;897;2239
46264;899;2250
46265;834;-1064
46266;818;-1055
46267;448;-2843
46268;547;-2825
46269;-699;-610
46270;-403;-825
46271;-493;-530
46272;-670;-751
46273;-315;-702
46274;-648;-543
46275;-2272;-2902
46276;-2657;-3277
46277;-2665;-3281
46278;-1835;-2096
46279;-1856;-2075
46280;-1848;-2081
46281;-1822;-2106
46282;-1815;-2100
46283;-1830;-2089
46284;306;1578
46285;427;2140
46286;437;2142
46287;422;2150
46288;432;2152
46289;-1808;-2109
46290;-1839;-2082
46291;-15;1042
46292;-786;-341
46293;-1822;-2091
46294;1209;-704
46295;484;-1560
46296;1177;-2121
46297;876;-622
46298;952;-465
46299;1187;-2115
46300;1152;-2135
46301;1163;-2125
46302;1209;-2098
46303;1138;-2139
46304;573;382
46305;1448;862
46306;1440;882
46307;1450;873
46308;615;-125
46310;1439;863
46311;1432;859
46312;1433;873
46313;1425;880
46314;1424;868
46315;148;-2297
46316;121;-2323
46317;347;1206
46318;357;1212
46319;338;1199
46320;-1490;-2718
46321;-1840;-3167
46322;-1852;-3151
46323;-1843;-3156
46324;-1833;-3163
46325;-1844;-3146
46326;-1824;-3171
46327;-1845;-3137
46328;-1832;-3153
46329;-1823;-3161
46330;-1813;-3160
46331;-1817;-3149
46332;-1825;-3141
46333;-1835;-3138
46334;1352;-628
46335;1359;-609
46336;-309;198
46337;-224;202
46338;-443;-2141
46339;-365;-2142
46340;-259;-2090
46341;700;-721
46342;-130;-2065
46343;-387;-2124
46344;-471;-2179
46345;-181;-2082
46346;-441;-2159
46347;-347;-2130
46348;-313;-2108
46349;-529;-2176
46350;-192;-2093
46351;-415;-2140
46352;-367;-2151
46353;-2628;58
46354;-3327;253
46355;-97;1731
46356;-104;1737
46357;1450;2353
46358;133;2544
46359;-337;804
46360;-188;-1598
46361;425;2429
46362;1170;3449
46363;599;3000
46364;499;1918
46365;72;1488
46366;611;2998
46367;606;2992
46368;39;1296
46369;607;2984
46370;-343;2981
46371;596;2978
46372;1048;1543
46373;1138;1503
46374;608;1963
46375;1010;1560
46376;1165;1488
46377;1060;1537
46378;1072;1532
46379;1118;1511
46380;1312;1840
46381;1147;1499
46382;1101;1523
46383;-485;-2497
46384;-481;-2490
46385;-492;-2486
46386;-395;-2156
46387;449;-1742
46388;-489;-2172
46389;-267;-2124
46390;-186;-944
46391;-479;-2172
46392;-171;-2075
46393;-445;-2150
46394;-347;-2139
46395;-251;-2091
46396;-548;-2178
46397;-249;-2119
46398;-396;-2130
46399;-469;-2169
46400;-218;-2090
46401;-491;-2164
46402;-285;-2126
46403;-307;-2114
46404;-182;-1254
46405;1499;-49
46406;2217;1123
46407;2206;1154
46408;2206;1128
46409;2204;1166
46410;2210;1141
46411;-795;-1173
46412;-787;-1232
46413;3017;-745
46414;3005;-762
46415;3009;-752
46416;2989;-758
46417;559;-1710
46418;990;-2231
46419;991;-2239
46420;-424;-2169
46421;-241;-2097
46422;-356;-1774
46423;-295;-2123
46424;-320;-2116
46425;984;-900
46426;-533;-319
46427;53;-1100
46428;2193;1175
46429;2199;1145
46430;2194;1159
46431;2197;1134
46432;2189;1149
46433;2186;1167
46434;-2270;1968
46435;-2259;1970
46436;-2264;1978
46437;-265;1286
46438;-350;1922
46439;-363;1927
46440;-1342;2491
46441;-360;1914
46442;457;-1610
46443;1177;-1178
46444;-112;-2165
46445;-335;-2090
46446;-727;-2246
46447;421;-1626
46448;-462;-2149
46449;2536;1104
46450;3123;1336
46451;3129;1327
46452;3116;1321
46453;3114;1341
46454;3124;1320
46455;3111;1334
46456;3104;1330
46457;-612;445
46458;-551;481
46459;-560;-396
46460;-730;927
46461;-549;-397
46462;-725;917
46463;-738;918
46464;-717;920
46465;-623;631
46466;-729;910
46467;-739;907
46468;-1392;888
46469;-1413;853
46470;-1417;844
46471;-1401;871
46472;-907;1666
46473;-1270;2094
46474;-1275;2075
46475;-1285;2072
46476;-1263;2084
46477;-1283;2086
46478;-1265;2070
46479;1388;1648
46480;129;1706
46481;-1254;2075
46482;1184;-1095
46483;1169;-1203
46484;1193;-972
46485;-1178;3358
46486;-1563;3740
46487;644;3014
46488;-1548;3750
46489;-1539;3744
46490;-1552;3741
46491;-1547;3735
46492;-1561;3730
46493;-1543;3728
46494;-1555;3723
46495;-718;-508
46496;-1025;-324
46497;-1017;-330
46498;-1008;-326
46499;1401;-727
46500;2088;-840
46501;2094;-847
46502;2103;-833
46503;2103;-842
46504;2095;-832
46505;-282;-905
46506;240;-2352
46507;267;-2327
46508;207;-2372
46509;214;-2364
46510;252;-2338
46511;-824;-1852
46512;228;-2357
46513;244;-2344
46514;1364;-2181
46515;1482;-2827
46516;-603;-2315
46517;1464;-2837
46518;1457;-2831
46519;1470;-2830
46520;1449;-2836
46521;1477;-2820
46522;1450;-2817
46523;1460;-2822
46524;1447;-2825
46525;1469;-2816
46526;1461;-2810
46527;1478;-2811
46528;1330;-2690
46529;1120;215
46530;1453;-2806
46531;1484;-2806
46532;1465;-2801
46533;1472;-2796
46534;1982;-2331
46535;1483;-2798
46536;-1203;-2361
46537;-822;-2275
46538;-1129;-1070
46539;974;-1388
46540;964;-1388
46541;542;-1597
46542;1674;-1355
46543;-1647;-1194
46544;1745;-108
46545;2365;-28
46546;2372;-37
46547;2369;-21
46548;2363;-40
46549;2362;-49
46550;1147;510
46551;2354;-36
46552;2355;-16
46553;2346;-24
46554;2355;-27
46555;2344;-36
46556;2351;-46
46557;1022;767
46558;1014;769
46559;2545;-116
46560;-811;486
46561;373;427
46562;636;858
46563;-1226;1694
46564;-1496;2285
46565;-1502;2292
46566;-1490;2295
46567;3382;-1442
46568;3855;-1668
46569;3864;-1662
46570;3865;-1671
46571;3861;-1654
46572;3847;-1660
46573;614;491
46574;1178;881
46575;92;-2432
46576;-379;-2108
46577;-444;-2168
46578;-188;-2067
46579;-485;-2158
46580;-328;-2130
46581;-309;-2098
46582;-562;-2180
46583;-160;-2077
46584;-434;-2132
46585;-402;-2150
46586;-242;-2086
46587;-511;-2172
46588;142;-1467
46589;-275;-2651
46590;-502;-2168
46591;-165;-2068
46592;-455;-2134
46593;-356;-2139
46594;-1468;-2244
46595;-1442;-2304
46596;-1453;-2260
46597;-651;-2078
46598;-860;-2728
46599;-848;-2728
46600;-856;-2720
